"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","Amount","Class"
1.182664,0.402952,0.739331,2.581814,-0.151188,0.080283,-0.065928,0.042726,-0.204323,0.530908,-1.375273,-0.127773,-0.285979,-0.083185,-0.567008,0.43413,-0.404067,-0.483761,-0.394066,-0.167152,-0.324042,-0.840923,0.024748,-0.153965,0.431396,-0.148074,0.006036,0.02143,-0.993063583815029,0
-0.056969,0.053352,-0.233528,-1.504286,0.721041,-0.176443,0.84012,-0.261545,-1.256142,-0.014995,-1.767449,0.105964,1.773052,-0.187892,-0.19812,-1.647848,-0.672718,1.659347,-0.842079,-0.268386,0.100486,0.790584,-0.093107,0.071147,-0.278714,-0.155548,0.211362,0.229755,-0.932414406402846,0
-1.87297,1.273956,0.967851,-0.088528,0.021693,-0.431528,0.645231,-0.047197,0.897864,0.903557,-1.20213,-0.205231,-0.366756,-0.547866,-0.228974,-0.353569,-0.196184,-0.420396,0.529166,0.275381,-0.413379,-0.406301,-0.129486,-0.100797,0.17166,0.216207,-0.013912,-0.165875,-0.98290795909293,0
-2.85717,4.045601,-4.197299,5.487199,-3.070776,-1.422686,-5.651314,2.019657,-5.015491,-6.319708,3.779602,-8.077094,1.440889,-7.891909,0.530453,-7.95407,-14.265056,-5.771064,2.89217,0.981609,1.080323,-0.561384,0.102678,-0.067195,-0.476931,-0.103716,1.166961,0.663632,-0.999110715873722,1
1.065029,-1.702675,0.468096,-1.154152,-1.930156,-0.831759,-0.771192,-0.239458,-1.779664,1.306102,-0.409048,-0.786979,0.658304,-0.34685,0.773566,-0.162807,0.427116,-0.048395,-0.312363,0.143067,-0.230708,-0.823064,-0.020781,0.353916,0.051354,-0.43484,0.000816,0.06951,-0.786954201867497,0
2.076138,-0.011758,-1.818877,0.392417,0.334182,-0.753274,0.020617,-0.077156,0.831572,-0.322852,-1.034291,-1.039269,-2.075487,-0.417816,0.502199,0.407564,0.593512,-0.077113,0.057866,-0.295519,-0.394477,-1.128765,0.352067,0.260117,-0.324381,0.194278,-0.073897,-0.037332,-0.998408181413962,0
-2.053733,0.10427,1.260528,3.516653,2.379745,-0.036345,-0.106134,-0.068363,-0.133116,1.035981,0.608158,-2.569443,1.263593,1.460727,-2.814908,0.57834,-0.086685,0.547034,-0.512628,-0.860976,-0.167461,0.252674,-0.896439,-0.479651,0.136444,0.14782,-0.042558,0.158677,-0.959066251667408,0
-1.927883,1.125653,-4.518331,1.749293,-1.566487,-2.010494,-0.88285,0.697211,-2.064945,-5.587794,2.115795,-5.417424,-1.235123,-6.665177,0.401701,-2.897825,-4.570529,-1.315147,0.391167,1.252967,0.778584,-0.319189,0.639419,-0.294885,0.537503,0.788395,0.29268,0.147968,-0.653179190751445,1
1.793119,0.269054,-0.972221,3.426394,1.185092,1.827328,-0.201749,0.469284,-0.997506,1.523779,0.365337,0.20269,-0.489636,0.503666,-0.687204,0.237659,-0.377222,-0.7882,-2.179709,-0.379667,0.37502,1.238198,-0.009895,-1.630113,0.039369,0.35712,0.007784,-0.079762,-0.990555802578924,0
1.184891,3.152084,-6.13478,5.531252,1.733867,-1.816861,-0.916696,0.265568,-3.158014,-3.890169,4.736594,-4.162115,-0.456697,-10.266758,-0.583018,0.513471,0.113665,1.48862,-1.805577,0.336442,0.124236,-0.823865,-0.079887,0.028828,0.389711,0.060171,0.485187,0.326552,-1,1
0.151449,1.045974,-0.412605,-0.549087,0.922156,-0.820638,0.982903,-0.113466,-0.055432,-0.836501,-0.702437,-0.094972,0.06963,-1.030621,-0.244144,0.336122,0.353815,-0.215307,-0.220047,0.022413,-0.342946,-0.834166,0.091091,0.560639,-0.415873,0.113504,0.222847,0.08416,-0.99709204090707,0
-5.100256,3.633442,-3.843919,0.183208,-1.183997,1.602139,-3.005953,-8.645038,1.285458,-3.717481,3.719212,-5.03403,0.918999,-4.220366,-1.0505,-1.691045,-2.372423,0.450099,0.407805,-2.806302,8.280439,-2.79715,1.090707,-0.15926,0.532156,-0.497126,0.943622,0.553581,-0.76770120053357,1
-1.008556,0.785288,0.822145,0.556804,-0.343647,-0.696063,0.935986,0.242721,-1.539006,-0.452563,1.571959,1.209951,0.776115,0.855584,0.266493,-0.215116,0.07311,-0.14968,1.417036,0.38727,-0.069276,-0.667933,0.365972,0.53798,-0.332389,0.201211,-0.102983,0.024127,-0.875544686527346,0
2.159683,-1.794647,0.045193,-1.386257,-2.230871,-0.580757,-1.795971,0.024388,-0.464547,1.519496,-1.235603,-1.353528,-0.586046,-0.603841,0.425257,0.038081,0.327458,0.460332,-0.40191,-0.421145,-0.122424,0.035625,0.336358,-0.018831,-0.620195,-0.258082,0.048307,-0.025225,-0.952867941307248,0
-18.247513,8.71325,-17.880127,9.249459,-14.541213,-1.911564,-18.01466,5.522162,-9.283925,-14.557159,4.392436,-10.380073,1.611821,-6.91764,0.158841,-10.328242,-20.254556,-8.534523,3.256534,-0.526368,0.598843,0.615319,-0.486499,0.739268,-0.236845,-0.046082,-3.011473,-1.022147,-0.952023121387283,1
-9.16979,7.092197,-12.354037,4.243069,-7.176438,-3.386618,-8.058012,6.442909,-2.412987,-6.134907,2.826671,-6.309843,-0.623002,-7.279869,0.924233,-4.215537,-7.171672,-2.550337,0.596364,0.816652,0.926157,-0.817706,-0.150434,-0.039383,0.48564,-0.264325,1.15969,0.232758,-0.911080480213428,1
-0.439648,1.015754,1.367516,-0.05302,0.148347,-0.317889,0.503614,0.220652,-0.616892,-0.374668,1.828719,0.570325,-0.383678,-0.12044,0.469971,0.243656,0.130829,-0.11499,-0.233643,0.059509,-0.176248,-0.45442,0.027412,0.163219,-0.303626,0.072788,0.256841,0.085876,-0.998852823477101,0
1.711057,-0.696311,-3.266059,-0.519603,2.416036,3.246902,-0.321371,0.791971,0.857245,-0.947666,0.31451,0.269698,-0.351309,-1.346379,0.328706,-0.025442,1.11526,-0.008289,-0.070789,0.20346,-0.16457,-0.675026,0.089679,0.579699,-0.085337,-0.083843,-0.01499,0.001872,-0.855331258337039,0
-2.869795,1.335667,-1.00953,1.693885,-0.74148,-0.796773,-2.614242,1.066636,-1.135497,-3.943337,2.57283,-2.288664,0.562084,-5.338714,-1.853252,-2.619233,-5.231425,-1.234854,0.397308,0.011557,0.528421,0.228027,-0.749298,-0.067179,0.215792,-0.453651,0.349191,0.198862,-0.985344597598933,1
1.445671,-0.588889,-0.388084,-0.826259,-0.372105,-0.103238,-0.420747,-0.017452,-0.823186,0.824533,-0.257984,-0.273357,-0.751976,0.350006,-0.547285,-1.213368,-0.301917,1.595395,0.273025,-0.519264,-0.486509,-0.871227,-0.148969,-0.818954,0.524714,1.150565,-0.080585,-0.026423,-0.99466429524233,0
-1.952933,3.541385,-1.310561,5.955664,-1.003993,0.983049,-4.587235,-4.892184,-2.516752,-2.850324,2.024674,-6.487746,2.376463,-2.241516,-0.56687,-3.936857,-6.127194,-2.328552,1.56213,1.96503,-1.998091,1.133706,-0.041461,-0.215379,-0.865599,0.212545,0.532897,0.357892,-0.983139172965763,1
-13.192671,12.785971,-9.90665,3.320337,-4.801176,5.760059,-18.750889,-37.353443,-0.39154,-5.052502,4.406806,-4.610756,-1.909488,-9.072711,-0.226074,-6.211557,-6.248145,-3.149247,0.051576,-3.49305,27.202839,-8.887017,5.303607,-0.639435,0.263203,-0.108877,1.269566,0.939407,-0.999110715873722,1
-0.490949,-4.916539,-1.677074,0.372671,-2.1509,0.557131,0.70282,-0.074492,1.758761,-1.014186,0.557649,1.270231,-0.340191,0.024128,-0.805282,0.087457,-0.178581,0.254927,0.589681,2.407389,0.553695,-1.041673,-0.723465,0.854888,-1.031983,0.214467,-0.267276,0.171079,0.138283681636283,0
-0.588826,1.687106,-0.356835,0.981991,0.653281,-0.834868,1.184426,0.021873,-0.944512,-0.153489,-1.017321,0.697506,1.006659,0.528287,-0.480438,-1.157554,0.285334,-0.484644,0.746375,-0.010521,0.180847,0.7573,-0.226272,0.036453,0.084621,-0.388085,0.198003,0.174249,-0.984704313028012,0
0.432554,1.861373,-4.310353,2.44808,4.574094,-2.979912,-2.792379,-2.719867,-0.276704,-2.314747,2.22296,-0.40755,-1.652312,-5.871438,-0.427647,1.679873,5.540865,3.207637,-0.55948,0.318853,-1.384477,-0.348904,-3.979948,-0.828156,-2.419446,-0.76707,0.387039,0.319402,-0.999110715873722,1
1.177824,2.487103,-5.330608,5.324547,1.150243,-1.281843,-1.171994,0.413778,-2.65984,-2.971695,3.619597,-4.478044,-2.034184,-7.772197,-1.201493,-0.509867,-1.30437,0.496,-1.359844,0.156057,0.262325,-0.43179,-0.092088,0.145216,0.457788,0.167739,0.451243,0.268421,-0.995669186305024,1
0.567539,3.309385,-6.631268,6.394574,-0.054172,-2.396535,-2.792489,0.514811,-3.54178,-5.334754,3.618737,-7.101488,-0.442125,-11.081617,-0.813722,-3.302899,-5.848903,-1.850635,-1.018639,0.555412,0.614221,-0.365047,-0.180409,-0.523271,0.645054,0.246466,0.902675,0.473571,-0.995829257447755,1
-2.783865,1.596824,-2.084844,2.512986,-1.446749,-0.828496,-0.732262,-0.203329,-0.347046,-2.162061,1.966123,-3.127456,0.506574,-5.926131,0.931091,-2.499307,-3.712752,-1.142133,0.626241,-0.515001,0.203563,0.293268,0.199568,0.146868,0.163602,-0.624085,-1.3331,0.428634,-0.861271676300578,1
-2.439237,2.591458,-2.840126,1.286244,-1.777016,-1.436139,-2.206056,-2.282725,-0.292885,-3.71745,3.907399,-7.220004,-1.211739,-9.657627,0.927518,-4.738662,-9.276636,-3.081961,0.177746,0.51353,1.77446,-0.77139,0.065727,0.103916,-0.057578,0.242652,-0.268649,-0.743713,-0.888572698977323,1
-0.134994,-0.426896,1.091935,-2.356102,-0.616781,0.529769,0.13016,-0.145615,-2.420407,1.422629,0.536123,-1.108548,-0.087362,-0.318471,0.036078,-0.440699,0.149198,0.487347,0.173282,-0.253561,-0.119588,0.155773,-0.134362,-0.847861,-0.414168,-0.26771,-0.098982,-0.121928,-0.923521565140062,0
-1.599457,2.60772,-2.987193,3.064156,-2.497914,-0.541103,-2.277786,1.268166,-1.997331,-3.834775,1.113354,-4.976921,-0.795531,-4.549557,1.813763,-3.17746,-5.369349,-1.121454,2.030592,0.225333,0.662933,0.184087,-0.089452,-0.506,-0.062259,-0.052714,0.322854,0.135268,-0.839928857269898,1
-1.855061,1.554964,-1.405809,0.669327,-0.28023,1.178652,-3.459979,-2.815155,1.242229,-4.156354,2.209441,-5.122314,0.661297,-3.103938,-2.41087,-2.425016,-3.960623,-0.125018,0.600397,0.536916,-0.095308,0.946629,-0.297403,-0.368344,0.198731,-0.078591,0.366709,0.073767,-0.965531347265451,1
2.013351,-0.485785,-0.51142,0.326804,-0.53823,-0.127189,-0.73896,0.085697,1.292415,0.054791,-1.151788,-0.204484,-0.616287,-0.036581,0.733231,0.410515,-0.51387,0.184965,-0.366747,-0.220888,0.227919,0.800441,0.156898,0.647258,-0.222397,0.622001,-0.030768,-0.045884,-0.994673188083593,0
-0.304823,0.756156,-0.793965,-1.740969,0.624882,-0.480998,0.426712,0.058104,-1.518647,0.108536,0.39993,-0.278937,0.72712,-1.309639,-0.978546,1.326977,0.8424,-0.399311,1.628118,0.273295,-0.046942,-0.022584,-0.33343,-1.113162,0.219443,-0.187127,-0.139268,-0.22299,-0.986660738105825,0
-1.039691,0.565723,1.14695,-0.342263,-0.314754,0.017835,-0.282836,0.538461,0.085461,0.236434,0.851366,-0.731758,-2.384255,0.816858,1.438008,0.051924,0.101531,0.331629,1.21297,-0.036963,-0.03468,-0.070822,0.086378,-0.307094,-0.790295,0.987284,-0.208329,-0.137949,-0.999315251222766,0
1.915874,-0.002757,-1.593522,0.502934,0.095279,-1.185452,0.264041,-0.349358,0.829495,-0.904196,-0.219895,1.001802,1.115199,-1.678562,-0.216472,-0.134345,1.067954,-0.222752,0.027154,-0.010294,-0.195582,-0.340907,0.134023,-0.091623,-0.055291,-0.095113,-0.004719,-0.010321,-0.946642952423299,0
1.378559,1.289381,-5.004247,1.41185,0.442581,-1.326536,-1.41317,0.248525,-1.127396,-3.232153,2.858466,-3.096915,-0.792532,-5.210141,-0.613803,-2.155297,-3.267116,-0.688505,0.737657,0.226138,0.370612,0.028234,-0.14564,-0.081049,0.521875,0.739467,0.389152,0.186637,-0.999324144064028,1
-5.60369,5.222193,-7.51683,8.117724,-2.756858,-1.574565,-6.330343,2.998419,-4.508167,-7.334377,7.188724,-10.655181,2.59468,-10.242859,-0.191158,-5.504334,-8.697777,-1.934225,1.95875,0.227526,1.242896,0.428408,-0.101184,-0.520199,-0.176938,0.46145,-0.106625,-0.479662,-1,1
-0.368149,0.989924,1.149456,-0.118585,0.13895,-0.483512,0.557112,0.148635,-0.48571,-0.318568,1.026016,-0.024165,-0.893273,-0.056015,0.325614,0.721986,-0.305719,0.586581,0.327284,0.083439,-0.24202,-0.717921,-0.0438,-0.075648,-0.178172,0.077886,0.233182,0.082997,-0.99223654957759,0
1.316747,0.370218,-0.034555,0.490951,0.083037,-0.580881,0.102471,-0.178646,0.01357,-0.296054,-0.730856,0.226661,0.878257,-0.438559,1.099828,0.699608,-0.339383,-0.087377,0.114775,-0.022179,-0.337296,-0.942885,0.019938,-0.481877,0.345426,0.144838,-0.020776,0.023308,-0.998852823477101,0
2.268553,-1.651368,-2.235712,-2.591529,1.081112,3.501918,-1.714368,0.834747,-1.329541,1.578966,-0.223633,-0.703632,0.33714,-0.263724,0.226757,-0.63847,0.411403,-0.265952,-0.269272,-0.351327,-0.192562,-0.151822,0.296867,0.680463,-0.201146,-0.181499,0.034511,-0.053727,-0.982258781680747,0
-1.549454,0.381259,0.984844,-2.347302,-0.46815,-1.13963,0.054804,0.335513,-1.115888,-0.131482,-1.068209,-1.608059,-1.534925,0.34949,0.205312,1.595849,0.11358,-1.582476,0.07033,-0.098947,-0.246224,-1.149166,-0.169181,-0.189647,0.28197,-0.652597,-0.128915,0.014764,-0.974433081369498,0
0.287953,1.728735,-1.652173,3.813544,-1.090927,-0.984745,-2.202318,0.555088,-2.033892,-2.734156,2.368434,-3.656803,-0.169535,-4.744413,0.765193,-2.479514,-4.931112,-2.547403,-0.90269,0.26525,0.262202,-0.633528,0.092891,0.187613,0.368708,-0.132474,0.576561,0.309843,-1,1
-0.18668,1.498951,0.74051,3.081776,0.552971,0.159966,1.555072,-0.355521,-0.445442,0.399311,-0.322776,-2.536302,2.644776,1.261624,-2.152743,0.682236,-0.202815,-0.096505,-1.974957,-0.228372,0.089307,0.551113,-0.094281,0.002047,-0.128777,-0.034781,-0.06632,0.008389,-0.885904846598488,0
-0.313032,0.716847,1.643715,0.204422,-0.169986,-0.417944,1.054324,-0.369361,0.047881,-0.351342,-0.645104,0.26893,0.2678,-0.510371,-0.420743,-0.465442,-0.095013,-0.626085,0.357631,0.0186,-0.19443,-0.25944,-0.129281,0.434308,0.000683,0.187134,-0.271907,-0.218423,-0.948065807025345,0
-0.160305,-0.625332,2.585139,-0.549605,-0.813974,1.125764,-1.048474,0.291898,-0.044586,0.481737,-0.240538,-0.124323,0.089256,-1.474108,-1.674911,0.42837,0.592854,-0.309871,2.73388,0.367818,0.211748,1.083117,-0.331436,-0.44342,-0.273094,0.032849,0.059501,-0.084143,-0.996442863494887,0
1.458248,-1.498322,-0.814557,-2.279077,0.705819,3.639004,-1.677654,0.88504,-1.500116,1.307004,-0.561472,-0.74474,0.357783,-0.575044,-0.302872,-0.397466,0.363561,-0.000139,0.541745,-0.142729,-0.548749,-1.296595,0.108497,0.958631,0.349647,-0.415487,0.04901,0.027512,-0.953312583370387,0
-2.662981,-2.192943,-0.448576,-1.546167,5.050818,2.083664,-0.495114,1.023764,-0.450342,-1.052566,-0.190644,-0.064789,-0.284746,0.65783,0.715372,-0.105657,-0.778413,0.093675,-0.938758,0.871251,0.541878,0.454655,0.186668,0.707467,1.322858,-0.046131,-0.127679,0.09105,-0.865424633170298,0
2.078239,0.144335,-1.729059,0.406886,0.426321,-0.854552,0.173452,-0.223779,0.522796,-0.373312,-0.643926,0.04062,-0.092476,-0.814488,0.227381,0.339816,0.46357,-0.269833,0.074065,-0.164431,-0.369914,-0.968218,0.335007,0.477426,-0.256684,0.175501,-0.063895,-0.031313,-0.998239217429969,0
-0.787797,0.921899,1.21535,0.865354,0.13571,-0.754654,0.95226,-0.529239,-0.053449,0.481549,-0.563837,-0.770652,-1.015962,0.188282,1.218646,-0.374638,-0.270491,0.160327,0.47306,-0.236271,0.101063,0.439212,-0.294741,0.391928,-0.382802,-0.405783,-0.455823,-0.062287,-0.952423299244109,0
-1.739334,-1.304655,0.314103,0.05374,-0.058696,0.07126,0.694862,-0.31327,-0.649377,0.517568,-1.356558,-0.238383,0.069579,-0.43169,-0.674724,-1.654162,-0.053961,0.520746,-1.554562,-1.463994,-0.665172,-0.632078,-0.421176,-0.400774,-0.00164,-0.495162,0.031633,0.06628,-0.715429079590929,1
-1.783229,3.402794,-3.822742,2.625368,-1.976415,-2.731689,-3.430559,1.413204,-0.776941,-6.199882,4.366713,-8.243262,0.345761,-6.59055,0.265576,-3.028452,-4.214486,-1.213608,-0.265422,0.364089,0.454032,-0.577526,0.045967,0.4617,0.044146,0.305704,0.530981,0.243746,-0.999110715873722,1
-4.868108,1.26442,-5.167885,3.193648,-3.045621,-2.096166,-6.44561,2.422536,-3.214055,-8.745973,5.416042,-8.164125,-0.165011,-10.19353,-1.89521,-7.360475,-14.668771,-4.877119,1.38561,0.66731,1.269205,0.057657,0.629307,-0.168432,0.443744,0.276539,1.441274,-0.127944,-0.989052912405514,1
-1.079271,1.706891,-1.768406,-0.79236,1.455087,-1.134111,2.021596,-1.119676,0.879465,1.206639,-0.548577,-0.544209,-0.312417,-1.617346,-0.518163,-0.469791,0.308362,-0.204791,-0.274474,0.074008,0.01358,0.573659,-0.104427,0.629244,-0.348006,0.387745,-0.864614,-0.08388,-0.965068919519787,0
-3.818214,2.551338,-4.759158,1.636967,-1.1679,-1.678413,-3.144732,1.245106,-1.692541,-4.759931,3.642257,-4.165202,0.70307,-7.624316,-1.498012,-4.079992,-6.717177,-1.88755,1.356748,0.164453,0.837685,0.761712,-0.417694,-0.469712,-0.225934,0.586415,-0.348107,0.087777,-0.990484659848822,1
-1.667525,-0.283334,2.609027,1.535167,-0.506231,0.505417,-1.259249,1.003595,0.05836,-0.513213,0.152181,0.57706,-0.32523,-0.049411,-0.063446,0.199637,-0.050923,1.374955,1.150451,0.310161,0.400472,0.851553,-0.318215,0.044869,0.274308,0.002959,0.040566,-0.1258,-0.969862160960427,0
0.648658,1.626209,-2.156288,1.370948,1.472737,-1.095109,0.833447,-0.135631,-0.521918,-0.915084,1.735225,-0.079387,0.162095,-3.47263,0.423304,1.251547,2.249091,2.238962,0.195602,0.129909,-0.132755,-0.177624,0.03154,-0.837906,-0.367152,-0.37865,0.125632,-0.011519,-0.999208537127612,0
-0.450047,-0.392684,2.020815,-2.155089,-0.974816,0.428479,-0.784244,0.530078,0.292861,-0.077632,-0.513401,-0.840259,-1.737168,-0.872192,-2.265256,1.448223,-0.079109,-0.393832,0.577317,0.008501,0.171196,0.703102,-0.227472,-0.424592,-0.305134,-0.278421,0.414377,0.201604,-0.997154290795909,0
-0.347456,0.875049,0.233725,0.262754,-0.216187,-0.404678,0.70781,0.269434,-0.725162,-0.538561,-1.193797,-0.185629,0.172953,0.636259,1.08167,0.294519,-0.247187,-0.292074,1.107003,0.131963,-0.356583,-1.39397,0.434475,-0.501537,-0.602617,0.026275,-0.144786,-0.023479,-0.905780346820809,0
-2.031433,1.552117,0.769844,-1.079905,-0.441516,-0.08956,-0.119472,0.548659,0.179137,-0.008842,0.404298,1.15874,0.790885,-0.034814,-0.594518,0.744321,-0.807495,0.229418,0.240116,-0.213848,-0.039879,-0.334253,0.074098,-0.328084,-0.404512,0.188296,-1.037607,-0.156274,-0.991116051578479,0
-0.395582,-0.751792,-1.984666,-0.203459,1.903967,-1.430289,-0.076548,-0.99226,0.756307,0.21763,0.253931,-0.075707,-2.215525,1.065262,-0.775503,-0.911031,-0.223768,0.76837,0.477521,-1.027716,1.377515,2.151787,0.189225,0.772943,-0.872443,-0.200612,0.356856,0.032113,-0.999386393952868,1
-10.940739,6.261586,-14.182339,7.183602,-9.951363,-3.86082,-13.547302,7.096472,-6.294029,-13.608143,7.127165,-12.611004,1.214556,-13.906297,1.51407,-11.125739,-19.716257,-7.552789,3.656787,-0.088342,2.267448,-0.492029,-0.239303,0.454368,-0.101611,0.446997,0.062293,-0.43977,-0.959546465095598,1
1.16214,0.151832,0.316049,1.224689,-0.797059,-1.141043,-0.174897,-0.041433,0.794659,-0.728681,-0.17834,-0.476171,-1.867119,-1.214108,-0.097562,0.024159,1.419746,0.05849,-0.206808,-0.193267,-0.163985,-0.310963,-0.009825,0.825975,0.42265,0.383277,-0.008415,0.0451,-0.989052912405514,0
-1.169203,1.863414,-2.515135,5.463681,-0.297971,1.364918,0.759219,-0.118861,-2.293921,-0.423784,2.375876,-3.244827,-0.556619,-5.152475,0.050906,-1.022045,-1.646505,0.12646,1.819013,-0.299374,-0.39309,-0.708692,0.471309,-0.078616,-0.544655,0.014777,-0.24093,-0.781055,-0.711347265451312,1
-23.23792,13.487386,-25.188773,6.261733,-17.345188,-4.534989,-17.100492,15.37463,-3.845567,-8.511767,5.138547,-7.22002,0.615793,-7.327222,-0.038632,-6.331515,-12.688858,-4.847382,1.020536,1.630787,1.769708,-1.691973,-1.045673,0.143387,1.611577,-0.221576,1.481233,0.438125,-0.911080480213428,1
2.233048,-0.893005,-1.674557,-1.002061,-0.20915,-0.496889,-0.451852,-0.148437,-0.066771,0.783755,-1.678132,-1.465356,-1.35383,0.113273,-0.239596,0.898771,0.262575,-1.468156,1.176508,-0.069689,-0.091183,-0.341492,0.182179,0.045902,-0.020825,-0.317299,-0.050679,-0.060895,-0.974210760337928,0
-5.313774,2.664274,-4.250707,0.394707,-0.391383,0.683526,-5.133671,-7.90779,0.215475,-2.297734,1.961481,-1.944441,-0.692559,-4.346348,-1.726929,-1.820405,-3.74649,-0.880399,0.267915,-2.642902,8.664662,-2.716383,0.483559,0.079235,0.311065,0.555544,0.17674,0.362907,-0.999110715873722,1
-0.962131,0.446427,3.053358,0.592846,-0.095159,1.324681,-0.207478,0.559482,-0.044345,-0.542504,-0.511964,0.92938,0.628913,-1.229657,-2.980712,0.868985,-0.792166,0.246942,-0.412052,-0.022298,-0.028659,0.143298,-0.410966,-0.410093,0.371322,0.942296,0.005159,0.046679,-0.986891951978657,0
-1.456876,3.740306,-7.404518,7.440964,-1.549878,-1.661697,-5.757213,1.615011,-2.194881,-6.807135,6.825793,-10.399749,1.836449,-11.872845,-3.642393,-6.044103,-9.750776,-3.116372,0.065317,0.529557,0.957897,0.145339,-0.044704,-0.544962,-0.757757,-0.005352,0.318152,-0.323554,-0.997972432192085,1
-1.790689,-0.262112,1.896898,-0.765642,-0.955971,-0.320571,-0.095447,0.744293,0.295678,-1.162304,0.667903,1.134133,-0.320042,-0.14086,-1.710968,0.36632,-0.146153,-0.0147,-0.052706,0.376151,0.030362,-0.23418,0.235546,0.590762,-0.080947,0.760974,0.099665,-0.000994,-0.875998221431747,0
-29.876366,16.434525,-30.558697,6.505862,-21.665654,-4.940356,-20.081391,19.587773,-3.591491,-7.800598,3.94784,-5.487911,1.36994,-4.829552,-0.134412,-5.121162,-11.11819,-4.659956,0.60893,1.724779,1.812954,-2.232252,-1.412803,0.178731,2.156042,-0.209385,1.255649,0.36453,-0.911080480213428,1
-1.109662,2.058675,-0.127776,1.227213,1.813786,-1.616901,1.825284,-1.104589,-0.258886,-0.275032,1.291054,-0.549073,0.80333,-4.547652,1.370559,0.340121,2.58036,1.297453,-0.022497,0.471989,-0.378004,-0.311311,-0.538802,0.086036,0.795532,-0.268564,-0.627682,-0.402899,-0.997785682525567,0
1.888395,-0.812473,-0.92758,0.035001,-0.393259,0.085936,-0.586254,0.083683,1.852453,-0.357068,-1.796625,-0.311931,-0.900157,0.043281,0.802901,0.148272,-0.655194,0.696476,0.16874,-0.082229,0.222901,0.655092,-0.040013,0.083479,0.070232,-0.410256,0.029026,-0.024372,-0.918835037794575,0
-3.975216,0.581573,-1.880372,4.319241,-3.02433,1.240793,-1.909559,0.660718,-2.752611,-3.550385,4.838964,-6.040235,-0.37446,-6.221945,0.958758,-5.073643,-10.441009,-3.755525,0.606453,-0.656511,0.578984,1.397311,1.045322,-0.304,0.005295,0.235435,0.962015,-0.673557,-0.595535793686083,1
-0.75124,1.232937,0.022214,-0.801895,0.267623,-0.687763,0.509017,-0.74979,0.2825,0.47127,0.781449,0.475724,-1.021338,0.386108,-0.945307,0.028652,-0.475081,-0.278758,0.03504,-0.020363,0.489255,-0.801366,0.209263,-0.03413,-0.454957,0.139853,0.49099,0.225895,-0.99600711427301,0
-14.179165,7.42137,-21.405836,11.927512,-7.974281,-2.20271,-15.471612,-0.356595,-6.380125,-13.348278,10.187587,-14.56398,0.593759,-14.491598,-0.281393,-8.264129,-12.439805,-4.837079,0.75315,1.002764,-2.366836,1.130955,0.991153,-1.033132,-0.327179,0.634693,2.171905,-1.395288,-0.999110715873722,1
-15.903635,10.393917,-19.133602,6.185969,-12.538021,-4.02703,-13.897827,10.662252,-2.844954,-9.668789,7.394419,-11.63563,1.423277,-8.640459,-0.67472,-7.695569,-13.68414,-4.777406,1.268343,1.501565,1.577548,-1.280137,-0.601295,0.040404,0.995502,-0.273743,1.688136,0.527831,-0.911080480213428,1
1.779306,-0.390384,-1.498557,0.479274,0.018319,-0.365695,-0.147003,0.031587,0.559087,-0.339422,1.210155,0.476155,-0.647262,-0.87027,-0.151408,0.69903,0.432259,0.643821,-0.07403,0.035889,-0.010472,-0.188746,0.16382,0.612377,-0.336069,0.341998,-0.065658,-0.013874,-0.90226767452201,0
1.917679,-0.274623,-0.163445,1.25468,-0.734754,-0.334952,-0.690035,0.168805,0.89024,0.444868,0.572307,0.0905,-1.631336,0.531002,0.248365,0.705263,-0.912057,1.010198,-0.495367,-0.358589,0.260388,0.804496,0.16154,0.016559,-0.185402,-0.580874,0.043543,-0.043413,-0.999110715873722,0
-2.219219,0.727831,-5.45823,5.92485,3.932464,-3.085984,-1.67787,0.865075,-3.17726,-3.419207,3.693174,-3.97844,-1.718591,-8.636297,-0.242965,1.174884,2.134606,2.594365,-1.257589,0.964772,0.417472,-0.817343,-0.028752,0.025723,-0.825835,-0.013089,0.413291,-0.131387,-1,1
-1.863756,3.442644,-4.46826,2.805336,-2.118412,-2.332285,-4.261237,1.701682,-1.439396,-6.999907,6.31621,-8.670818,0.316024,-7.417712,-0.436537,-3.652802,-6.293145,-1.243248,0.36481,0.360924,0.667927,-0.516242,-0.012218,0.070614,0.058504,0.304883,0.418012,0.208858,-0.999110715873722,1
-0.899601,-0.259367,-0.239717,-2.245525,-0.599738,-0.608913,0.418777,0.355891,0.995942,-1.65652,1.190589,0.725387,-1.092337,1.093748,1.780813,-1.14313,0.288783,0.640302,1.883787,-0.263902,0.209523,0.755558,0.43482,-0.298226,0.064643,-0.66311,-0.013049,-0.131994,-0.88172521120498,0
-2.434004,3.225947,-6.596282,3.593161,-1.079452,-1.739741,-0.04742,0.301424,-1.779434,-5.836453,3.249431,-5.961488,-1.155176,-11.002289,0.588286,-2.365801,-1.3519,0.189498,0.524008,-0.280533,-0.035491,-0.419178,0.157436,-0.714849,0.468859,-0.348522,0.420036,-0.327643,-0.677590040017786,1
